city,state,name,longitude,latitude,url,description,length
Waitsfield,Vermont,Busternut,-72.84957,44.16484,http://www.tripleblaze.com/trail.php?c=3&i=981,"This 2 mile loop trail is a scenic walk through the woods that leads over stone bridges. Located near Waitsfield, it has easy access and is perfect for an afternoon walk or a short hike. &lt;br /&gt;<br />The trail twists and turns a lot, keeping you on your feet, but beware of the mountain bike traffic.",2.00
Bretton Woods,New Hampshire,Appalachian Trail 148: US 302 to NH 16 (Pinkham Notch),-71.388087,44.170808,http://www.tripleblaze.com/trail.php?c=3&i=2562,"The AT runs 26 miles from US Hwy 302 (Crawford Notch) to NH Hwy 16 (Pinkham Notch) through the beautiful White Mountains of New Hampshire. Along the way, the trail passes Mount Webster, Mount Jackson, the Mizpah Spring Hut, Mount Pierce, Mount Eisenhower, Mount Franklin, Mount Monroe, the Lake of the Clouds Hut, Mount Washington, Mount Clay, Mount Jefferson, Mount Adams, the Madison Spring Hut, and Mount Madison.",26.00
Winona,Minnesota,John A. Latsch State Park,-91.841741,44.175314,http://www.tripleblaze.com/trail.php?c=3&i=4557,John A. Latsch State Park is an excellent fishing and hiking location among buffs with scenic views. Snowshoeing is available in the winter. A .5 mile hike takes you to the top of Charity Bluff.,1.00
Harts Location,New Hampshire,Crawford Notch State Park,-71.398262,44.181055,http://www.tripleblaze.com/trail.php?c=3&i=4764,"Two short, easy walks begin across the road and bridge from the Willey House site. The Pond Loop Trail, Â_ mile round trip, bears to the left just beyond the bridge, leads through the woods to a<br />viewpoint of the pond, and loops back to the bridge. The Sam Willey Trail, one mile round-trip, bears to the right 30 yards beyond the bridge, follows the Saco River through the woods past several beaver<br />dams, and loops back to the bridge.",6.00
Ferrisburgh,Vermont,Button Bay State Park,-73.350362,44.182874,http://www.tripleblaze.com/trail.php?c=3&i=5615,"Button Bay, a 253-acre park, is located on a bluff in Ferrisburgh along the 130-mile long Lake Champlain.&lt;br /&gt;<br />You can explore Button Point Natural Area, a small mature hardwood forest, hike the trail, and visit the Nature Center.",0.00
Oshkosh,Wisconsin,Wiouwash State Trail,-88.619567,44.191945,http://www.tripleblaze.com/trail.php?c=3&i=5812,"The level grade and limestone surface make this trail suitable for bicyclists, walkers and joggers. Bikers do not need a trail pass while using the trail. Due to the possibility of hoof marks in the trail surface, wider-tire bicycles are recommended.",41.00
Manistee,Michigan,Big M,-86.06699,44.19286,http://www.tripleblaze.com/trail.php?c=3&i=1168,"Big M features 20 miles of hiking trails near Manistee, MI.",20.00
Berlin,Vermont,Irish Hill,-72.59304,44.19815,http://www.tripleblaze.com/trail.php?c=3&i=1517,"Irish Hill features 6 miles of hiking trails near Berlin, VT. &lt;br /&gt;<br />The Irish Hill ridgeline is a series of peaks which rise behind Berlin Pond and provide a watershed for pure water for our communities. It is still an undeveloped area which offers recreational opportunities, wildlife habitat, forest woodlands and watershed integrity. The views from the ridgeline are absolutely stunning and make the whole hike worth it.",6.00
Savoy,South Dakota,Roughlock Falls Nature Area,-103.569978,44.198612,http://www.tripleblaze.com/trail.php?c=3&i=5442,"The Roughlock Falls Nature Area is located in Spearfish Canyon and is one of the most beautiful locations in the Black Hills. Here there is fishing, hiking and snowmobiling available for visitors.",0.00
Two Rivers,Wisconsin,Point Beach State Forest,-87.524337,44.199252,http://www.tripleblaze.com/trail.php?c=3&i=5752,"There are 17 miles of hiking trails in the forest ranging from a half mile, to more than seven miles long. There are also six miles of Lake Michigan shoreline to explore.",17.00
Hilbert,Wisconsin,Friendship State Trail,-88.133359,44.205243,http://www.tripleblaze.com/trail.php?c=3&i=5749,"The level grade and smooth surface make this trail suitable for bicyclists, walkers and joggers.",4.00
Waterville,Minnesota,Sakatah Lake State Park,-93.510127,44.226323,http://www.tripleblaze.com/trail.php?c=3&i=4603,Hiking trails are moderate to challenging. The State Trail provides a level walking surface.,5.00
Groton,Vermont,Seyon Lodge State Park,-72.303771,44.227124,http://www.tripleblaze.com/trail.php?c=3&i=5650,"One of Vermont's best kept secrets, Seyon Lodge State Park provides rustic and welcoming facilities in the midst of the inspiring beauty of Groton State Forest. Situated on the pristine shores of Noyes Pond, the secluded setting allows guests to enjoy some of the most beautiful and undisturbed natural scenery in Vermont. &lt;br /&gt;<br />Wildlife abounds and hiking and cross-country ski trails provide easy access to the solitude of the surrounding forests.",1.00
Waterbury,Vermont,Waterbury Center State Park,-72.435254,44.228222,http://www.tripleblaze.com/trail.php?c=3&i=5597,"Waterbury Center State Park sits on the eastern side of the Waterbury Reservoir. This reservoir is the ninth largest body of water in VT and is a hotbed for fishing year round.&lt;br /&gt;<br />The park is located on a 90-acre peninsula with 22 picnic sites, tables, hibachis, a swimming beach, a nature trail, a trailer boat ramp, boat rentals, a concession area, and restrooms.&lt;br /&gt;<br />The nature trail is about .5 miles long and takes 30 minutes at a leisurely pace. This trail highlights the natural history, geology, and cultural history of the area.",1.00
Cadillac,Michigan,William Mitchell State Park,-85.452134,44.239648,http://www.tripleblaze.com/trail.php?c=3&i=4408,"William Mitchell State Park is a 334-acre area in Cadillac, MI. It is a very popular camping area for its great location between Lake Mitchell and Lake Cadillac. Fishing, swimming, boating, hiking and canoeing are all popular here, as well as cross country skiing and snowmobiling in the winter. The park's amenities include modern restrooms, a boat launch, a playground, a visitor center, electric service and a picnic shelter.",0.00
Cadillac,Michigan,Long Lake (Missaukee) State Forest Campground,-85.452134,44.239648,http://www.tripleblaze.com/trail.php?c=3&i=4397,"Long Lake (Missaukee) State Forest Campground in Mitchell State Park is a fishing, mountain biking, hiking, ATV and canoeing destination. The campground is on scenic Long Lake with 12 tent and small trailer sites. The campground offers vault toilets and potable water.",0.00
Ferrisburgh,Vermont,Kingsland Bay State Park,-73.290741,44.240047,http://www.tripleblaze.com/trail.php?c=3&i=5626,"Kingsland Bay State Park sits on the picturesque shores of Lake Champlain. Visitors can enjoy the picnic areas and historic buildings of the park, or rent a canoe/kayak for an easy paddle around this protected bay. Much of the 264 acres, along the shores of Lake Champlain, remains as a natural area. &lt;br /&gt;<br />There are about 5 scenic trails along the shoreline of Lake Champlain, which give hikers stunning views of the lake. These trails are fairly short, less than a mile for each of them.",3.00
Groton,Vermont,Ricker Pond State Park,-72.249287,44.24379,http://www.tripleblaze.com/trail.php?c=3&i=5649,"icker Pond State Park, established in the 1930's, is located on the western shores of Ricker Pond and adjacent to the Montpelier-Wells Rail Trail (Cross Vermont Trail). The park is part of the Groton State Forest, and has access to over 17 miles of hiking trails and over 20 miles of gravel roads and multi-use trails suitable for mountain biking and horseback riding.",17.00
Hyattville,Wyoming,Medicine Lodge Archaeological Site,-107.60286,44.245793,http://www.tripleblaze.com/trail.php?c=3&i=5838,Excellent hiking.,0.00
Cadillac,Michigan,Fred Meijer White Pine Trail State Park,-85.459718,44.248828,http://www.tripleblaze.com/trail.php?c=3&i=4423,Great hiking.,20.00
Cadillac,Michigan,Old US-131 State Forest Campground,-85.450446,44.252336,http://www.tripleblaze.com/trail.php?c=3&i=4465,The North Country Trail is (1 mile west) of this campground. There is a spur trail connecting the Campground to the NCT: This National Scenic Trail hiking route from North Dakota to New York includes over 1500 miles in Michigan. See www.northcountrytrail.org.,0.00
Cadillac,Michigan,Goose Lake State Forest Campground,-85.450446,44.252336,http://www.tripleblaze.com/trail.php?c=3&i=4430,"Cadillac (9 miles South): 11.3 miles of flat terrain. Hike, mountain bike, and cross-country ski.",11.00
Camden,Maine,Camden Hills State Park,-69.063162,44.256834,http://www.tripleblaze.com/trail.php?c=3&i=4166,20 trails offer miles of hiking options.,15.00
Gorham,New Hampshire,Appalachian Trail 149: NH 16 to US 2,-71.252455,44.257455,http://www.tripleblaze.com/trail.php?c=3&i=2563,"The Appalachian Trail runs 21.1 miles from NH Hwy 16 (Pinkham Notch) to US Hwy 2. Along the way, the trail passes Wildcat &quot;D,&quot; Wildcat Mountain, the Carter Notch Hut, Carter Dome, Mount Hight, South Carter Mountain, Middle Carter Mountain, North Carter Mountain, the Imp Campsite shelter, Mount Moriah, Middle Moriah Mountain, and the Rattle River shelter.",21.00
East Tawas,Michigan,Tawas Point State Park,-83.444637,44.257568,http://www.tripleblaze.com/trail.php?c=3&i=4520,"Located on the end of the point is the Sandy Hook Hiking Trail. The trail offers two-miles of guided hiking with interpretive stops along the way. The trail is designated for hiking only, bicycles and pets are prohibited.",2.00
Brethren,Michigan,Tippy Dam Recreation Area,-85.939242,44.259728,http://www.tripleblaze.com/trail.php?c=3&i=4523,"The North Country Trail is located 1.5 miles north of the campground. This national scenic trail hiking route from North Dakota to New York includes more than 1,500 miles in Michigan.",0.00
Sisters,Oregon,Pacific Crest Trail: F: Hwy 242 to Hwy 35,-121.8052,44.259853,http://www.tripleblaze.com/trail.php?c=3&i=2646,"Section F of the PCT in Oregon runs 112.5 miles from Highway 242 at McKenzie Pass to Highway 35 near Barlow Pass. Highlights of this section include old lava flows, Mt. Washington, Three Fingered Jack, Mt. Jefferson, and the Breitenbush Lake-Olallie Lake Area. Many people consider Jefferson Park to be one of the most beautiful spots on the entire Pacific Crest Trail, but as a result of that beauty, this section is very popular.&lt;br /&gt;<br />&lt;br /&gt;<br />Along the way the trail passes the town of Sisters; Little Belknap; lava flows; Washington Ponds; Coldwater Spring; Santiam Highway (US Hwy 20); Cascade Divide; Rockpile Lake; Pamelia Lake alternate route; Shale Lake; Cross Milk Creek; Russell Creek; Whitewater Creek; Scout Lake; Bays lake; South Fork Breitenbush River; Skyline Road 42 (4220) near Breitenbush Lake; Cigar Lake; Head Lake; Ollallie Lake Resort, Estacada, OR; Skyline Road 42 (4220) near Olallie Lake Resort; Jude Lake; Lemiti Creek; Trooper Springs; Warm Springs River; Summit Butte; Oak Grove Fork Clackamas River; Skyline Road 42; Crater Creek; US Highway 26 at Wapinitia Pass; and an old section of Highway 35 at Barlow Pass.",113.00
Green Bay,Wisconsin,Devil's River State Trail,-87.764227,44.261936,http://www.tripleblaze.com/trail.php?c=3&i=5730,"The level grade and smooth surface make this trail suitable for bicyclists, walkers and joggers. The trail is great for avid bird watchers and nature advocates. Many different bird and wildlife species can be seen along the trail.",14.00
Yachats,Oregon,Neptune State Scenic Viewpoint,-124.106961,44.263548,http://www.tripleblaze.com/trail.php?c=3&i=5169,"Benches set on a cliff above the beach give you an excellent view of Cumming Creek, wildlife and the rock-pounding waves. From this location, you can watch for whales, see a variety of birds, sea lions and the occasional deer in the creek. The creek is also a great place to look for agates. At low tide you can walk to the south to see a natural cave and tidepools.",0.00
Penobscot Bay,Maine,Warren Island State Park,-68.952529,44.265621,http://www.tripleblaze.com/trail.php?c=3&i=4199,The island is a lovely place for a short hike.,2.00
Sargent's Purchase,New Hampshire,Mount Washington State Park,-71.303318,44.270458,http://www.tripleblaze.com/trail.php?c=3&i=4739,Mount Washington State Park is a 60.3-acre area on the summit of the highest peak in the Northeast. The White Mountain National Forest surrounds the park. Hiking and dog walking are the most common activities here.,0.00
Manistee,Michigan,Orchard Beach State Park,-86.314419,44.27881,http://www.tripleblaze.com/trail.php?c=3&i=4467,A half-mile self-guiding nature trail and two miles of hiking trails are adjacent to the campground.,3.00
Charlotte,Vermont,Mt. Philo State Park,-73.214906,44.278955,http://www.tripleblaze.com/trail.php?c=3&i=1160,"A short, easy hike: it will provide you with some spectacular views. There are picnic benches, a bathroom, a vending machine, campsites, and a lean-to at the top. Dogs are allowed. It is possible to push a wheelchair up the access road.",2.00
Groton,Vermont,Boulder Beach State Park,-72.274295,44.279894,http://www.tripleblaze.com/trail.php?c=3&i=5611,"The park is located on the 423-acre Lake Groton where there are plenty of trails to explore. &lt;br /&gt;<br />The day use area has 75 shaded picnic sites with tables and hibachis. All rest rooms have lavatories and flush toilets. There is 200 feet of beach and swimming area, cartop boat launch, play area, three large parking lots, and a concession stand. Canoes, kayaks and pedal boats are available to rent.",12.00
Groton,Vermont,Stillwater State Park,-72.274295,44.279894,http://www.tripleblaze.com/trail.php?c=3&i=5652,"At Stillwater State Park there is a swimming beach, boat launch/dock facility, play area, shelter, and access to miles of hiking trails. Since it is part of the Groton State Forest it has access to over 17 miles of hiking trails and over 20 miles of gravel roads and multi-use trails suitable for mountain biking and horseback riding. There is also a beautiful rail trail nearby for awesome nature strolls.",17.00
Monroe,Oregon,Washburne State Wayside,-123.245751,44.281497,http://www.tripleblaze.com/trail.php?c=3&i=5292,"Several interpretive signs relate the story of the Applegate Trail, a historic route that stretched through Oregon from the south. A nature trail takes you through grove.",0.00
Groton,Vermont,Big Deer State Park,-72.267753,44.286917,http://www.tripleblaze.com/trail.php?c=3&i=5605,"Big Deer State Park is a part of the Groton National Forest, and it has plenty of beautiful and secluded hiking trails as well as access to many more trails in the Groton National Forest.",33.00
Gillette,Wyoming,Burnt Hollow,-105.502221,44.291092,http://www.tripleblaze.com/trail.php?c=3&i=8054,"The Burnt Hollow Management Area is located approximately 20 miles north of Gillette along Highway 59. Burnt Hollow consists of more than 18,000 acres of public land in sagebrush country with dramatic geologic formations and a diversity of wildlife species. This primitive non-motorized recreation area offers hunting, backpacking, hiking, and horseback riding. Trails are not marked, but several miles of old roads (especially near the south parking lot) provide a network for riding or hiking. Several stock water ponds and small reservoirs are located within the unit, but potable water is not provided. Visitors should come prepared with a map and compass or GPS unit. There are no visitor facilities within the unit.",0.00
Groton,Vermont,Kettle Pond State Park,-72.309777,44.294321,http://www.tripleblaze.com/trail.php?c=3&i=5625,"Kettle Pond State Park is part of Groton State Forest, which has over 26,000 acres, and is the second largest landholding operated by the Department of Forests, Parks and Recreation. The park provides access to the enormous variety of trails within the State Forest. &lt;br /&gt;<br />Day use parking for hiking and boating is separate from the campground and is located adjacent to VT Route 232. The hiking trail and boat portage trail is located in the northwest corner of the parking near the kiosk.",15.00
New Ulm,Minnesota,Flandrau State Park,-94.459421,44.294393,http://www.tripleblaze.com/trail.php?c=3&i=4588,"The gentle flowing Big Cottonwood River meanders through this southern park. The sand-bottom swimming pond, picnic area, campgrounds and group center attract many visitors every summer to this very popular state park. The terrain is diverse, offering views of wooded river bottoms, oxbow marshes and open grasslands. Hikers and cross-country skiers enjoy the flat trails on the bottom of the valley or more challenging routes on the oak-shaded bluffs. Visit historic stone buildings crafted by Works Progress Administration(WPA)crews. Vegetative features include goat prairies, small white lady's slippers, and the floodplain forest.",8.00
Huntington,Vermont,Burrow's Trail,-72.931602,44.29707,http://www.tripleblaze.com/trail.php?c=3&i=1142,"This hike starts from a spur trail at the trailhead of the Burrows Trail. The climb is gradual following a stream until it reaches the Long Trail. Heading North to the summit there are many great views and overlooks. The trail gets steep at times with some climbing on rocks. Once to the peak, continue north over the summit. The descent is steep at first then comes to a clearing. On the right, is the Burrows Trail a long winding climb down through softwood then hardwood to the parking area. This trail leads to the summit, which is at 4,065 ft above sea level.",5.00
Lake Placid,New York,Scarface Mountain,-74.08192,44.29714,http://www.tripleblaze.com/trail.php?c=3&i=289,"Scarface Mountain features 6 miles of hiking trails near Lake Placid, NY.",6.00
Worland,Wyoming,Medicine Lodge Canyon,-107.54008,44.298572,http://www.tripleblaze.com/trail.php?c=3&i=8136,"This beautiful deep canyon calls for rugged hiking. With many side canyons and cliffs that tower more than 300 feet there is no designated trail system, but travel is possible along wild game trails. Traveling the canyon will require numerous stream crossings and, as canyon walls get higher to the west, hiking becomes more difficult. Primitive camping is allowed but seasonal fire restrictions may apply.",0.00
Prineville,Oregon,Lower Crooked  Wild and Scenic River,-120.834466,44.299849,http://www.tripleblaze.com/trail.php?c=3&i=8029,Excellent hiking.,0.00
Prineville,Oregon,Lower Deschutes Wild and Scenic River,-120.834466,44.299849,http://www.tripleblaze.com/trail.php?c=3&i=8393,"The Lower Deschutes River is Central Oregon's playground. From white water rafting and swimming to hiking and biking, you'll find an ideal location for outdoor sports. Follow the Lower Deschutes River Back Country Byway along the river to campgrounds at Beavertail and Macks Canyon, or the accessible fishing ramp at Blue Hole. Then visit Sherars Falls, where Native Americans still fish the traditional way, leaning from tall platforms over the river to dipnet steelhead salmon. The river is very popular and crowded during summer weekends, so arrive early to get a campsite.",0.00
Hallowell,Maine,Hallowell Reservoir,-69.82228,44.30016,http://www.tripleblaze.com/trail.php?c=3&i=1919,"Hallowell Reservoir features 6 miles of hiking trails near Hallowell, ME.",6.00
Waterbury,Vermont,Monroe Trail,-72.853861,44.303151,http://www.tripleblaze.com/trail.php?c=3&i=1155,"The Monroe trail is the direct way from the east to travel on Camel's Hump. It's classified as moderate to advanced hiking, and the average time takes about 4 hours, So plan for a day hike if you want to tackle this one. Great views from the very beginning as well!",7.00
Cadillac,Michigan,Walsh Road Equestrian State Forest Campground &amp; Trail Camp,-85.602342,44.309415,http://www.tripleblaze.com/trail.php?c=3&i=4534,Northern spur of the 355-mile Shore-to-Shore Riding/Hiking Trail enters campground.,0.00
Cadillac,Michigan,Reed &amp; Green Bridge State Forest Campground,-85.602342,44.309415,http://www.tripleblaze.com/trail.php?c=3&i=4491,The North Country Trail is 0.5 miles north of this campground: This National Scenic Trail hiking route from North Dakota to New York includes over 1500 miles in Michigan. See www.northcountrytrail.org.,0.00
Mackinaw City,Michigan,Historic Mill Creek State Park,-85.602342,44.309415,http://www.tripleblaze.com/trail.php?c=3&i=4446,This park offers an example of life in the 1700s as the industrial age began to alter saw mills across northern Michigan.,0.00
Marine City,Michigan,Wetzel State Recreation Area,-85.602342,44.309415,http://www.tripleblaze.com/trail.php?c=3&i=4540,Excellent hiking area.,0.00
Cadillac,Michigan,Ross Lake State Forest Campground,-85.602342,44.309415,http://www.tripleblaze.com/trail.php?c=3&i=4492,Gemini Lake (3 miles NW): 1.5 miles of flat terrain. Hike and mountain bike.,2.00
Cadillac,Michigan,Veterans Memorial State Forest Campground,-85.602342,44.309415,http://www.tripleblaze.com/trail.php?c=3&i=4532,Platte Springs (2 miles SW): 2.5 miles of hilly terrain with interpretive trail marking points of interest. Hike and mountain bike.,3.00
Cadillac,Michigan,Carrieville State Forest Campground,-85.602342,44.309415,http://www.tripleblaze.com/trail.php?c=3&i=4381,"Pine Valley (5 miles NW): 8.2 miles of slightly rolling terrain. Hike, mountain bike, and cross-country ski.<br />Silver Creek (8 miles NE): 4 miles of rolling terrain extending from Lincoln Bridge State Forest Campground to Silver Creek State Forest Campground. Hike, mountain bike.",12.00
Cadillac,Michigan,Black Lake Trail Camp,-85.602342,44.309415,http://www.tripleblaze.com/trail.php?c=3&i=4355,"Black Mountain (2 miles East): 30-mile complex of pathways including 1.3 barrier-free, paved pathway with beautiful forest scenery and shelter houses.",30.00
Cadillac,Michigan,Pine Grove State Forest Campground,-85.602342,44.309415,http://www.tripleblaze.com/trail.php?c=3&i=4480,High Country (on site): Over 80 miles of flat to very hilly terrain connecting 8 State Forest campgrounds winding through scenic Pigeon River Country.,80.00
Cadillac,Michigan,Stoney Creek Trail Camp,-85.602342,44.309415,http://www.tripleblaze.com/trail.php?c=3&i=4516,"High Country Pathway (10 miles South): Over 80 miles of trail. Hike, bike, and camp at 10 State Forest campgrounds along its route.",80.00
Black River,Wisconsin,Black River State Forest,-90.624755,44.313865,http://www.tripleblaze.com/trail.php?c=3&i=5711,"There are 29 miles of biking trails, five of which are located at the Pigeon Creek Campground. This segment links to the remaining 24 miles of hiking, biking and ski trails. Riders should note that bike trail surfaces vary, and include sand, gravel and grass.",29.00
Fineview,New York,Wellesley Island State Park,-76.024023,44.315243,http://www.tripleblaze.com/trail.php?c=3&i=4973,Excellent hiking.,0.00
Yellowstone National Park,Wyoming,CDT WY21: Lewis Lake and South Entrance Road to Old Faithful and US Hwy 20,-110.59941,44.31688,http://www.tripleblaze.com/trail.php?c=3&i=5156,"The CDT runs for 24 miles from Lewis Lake and South Entrance Road to Old Faithful and US Hwy 20. Along the way, the trail passes Shoshone Lake and Geyser Basin.",24.00
Hinesburg,Vermont,Hinesburg Town Forest,-73.02825,44.32008,http://www.tripleblaze.com/trail.php?c=3&i=1105,"Several miles of multi-use trails on 837 acres of mixed woodlands.&lt;br /&gt;<br />Please use a compass and trail map when hiking in the Town Forest. If you notice missing or damaged signs or blazes or other trail conditions of concern, please contact a member of the Hinesburg Trails Committee.",15.00
Marshfield,Vermont,New Discovery State Park,-72.290296,44.320401,http://www.tripleblaze.com/trail.php?c=3&i=5646,"New Discovery State Park is part of the Groton Forest, which is the second largest state forest in Vermont with over 26,000 acres to explore. The State Park provides great access to plenty of trail within the forest. There is also the Osmore Pond Trail, located within the park, that takes hikers along the scenic pond, and the Big Deer Mountain Trail, also located within the park, which brings hikers up the mountain for beautiful views of the area.",12.00
Bar Harbor,Maine,Acadia Carriage Roads,-68.25325,44.32066,http://www.tripleblaze.com/trail.php?c=3&i=2162,"Acadia Carriage Roads features 45 miles of hiking trails near Bar Harbor, ME.",45.00
Lake Preston,South Dakota,Lake Thompson Recreation Area,-97.444038,44.321952,http://www.tripleblaze.com/trail.php?c=3&i=5466,The scenic George S. Mickelson Trail stretches over one hundred miles through the Black Hills. The gentle slopes and easy access of the converted railroad track allow people of all ages and abilities to enjoy the beauty of the Black HIlls.,0.00
Bear Mountain,New York,Silver Mine - Harriman State Park,-111.463631,44.324652,http://www.tripleblaze.com/trail.php?c=3&i=4939,Beautiful area for hiking.,0.00
Bear Mountain,New York,Sebago Cabin Camp - Harriman State Park,-111.463631,44.324652,http://www.tripleblaze.com/trail.php?c=3&i=4935,Great hiking area.,0.00
Bear Mountain,New York,Lake Tiorati Beach - Harriman State Park,-111.463631,44.324652,http://www.tripleblaze.com/trail.php?c=3&i=4906,Beautiful area for hiking.,4.00
Stony Point,New York,Lake Welch Beach - Harriman State Park,-111.463631,44.324652,http://www.tripleblaze.com/trail.php?c=3&i=4907,Great hiking.,6.00
Waterbury,Vermont,Perry Hill,-72.73782,44.32477,http://www.tripleblaze.com/trail.php?c=3&i=1367,"There are 3 looped trails here that, if combined, give you about 3,000ft of climbing. These trails are well-maintained and well-marked, and although there aren't many views along here it's a great trail to get outdoors on.&lt;br /&gt;<br />These trails are mainly used by mountain bikers so please use caution.",15.00
Green Bay,Wisconsin,Fox River State Trail,-88.090399,44.324797,http://www.tripleblaze.com/trail.php?c=3&i=5746,"The level grade and smooth asphalt and limestone surfaces make this trail suitable for bicyclists, walkers and joggers. The 11 miles of asphalt trail in Brown County from the northern trailhead to Lasee Road are suitable for in-line skaters. Each bicyclist and skater age 16 or older needs a Wisconsin state trail pass while using the trail.",25.00
Waupaca,Wisconsin,Hartman Creek State Park,-89.216385,44.328771,http://www.tripleblaze.com/trail.php?c=3&i=5760,Hikers have about 10 miles of varied trails to choose from at Hartman Creek State Park.,10.00
Corvallis,Oregon,Alsea Falls Recreation Site,-123.499697,44.329449,http://www.tripleblaze.com/trail.php?c=3&i=8096,"Alsea Falls recreation site is nestled along the South Fork Alsea River and the South Fork Alsea River National Back Country Byway between the small communities of Alsea and Alpine. The byway is often used as an alternative route to Waldport along the Central Oregon Coast. The town of Alsea offers a post office, gas, food, church, a library and some overnight facilities. On your way to the town of Alsea, stop by Mary's Peak recreation area. Managed by the Siuslaw National Forest, it offers tent camping and numerous trail opportunities. The North Fork Alsea River fish hatchery offers views of large fish.",0.00
Stanley,Idaho,Trap Creek - Swamp Creek Loop,-115.10743,44.33057,http://www.tripleblaze.com/trail.php?c=3&i=7871,"Trap Creek - Swamp Creek Loop is a 14 mile hiking trail in Stanley, Idaho.",14.00
Eugene,Oregon,Mckenzie River Trail,-121.9915,44.33086,http://www.tripleblaze.com/trail.php?c=3&i=121,"Mckenzie River Trail features 26 singletrack along the Mckenzie river near Eugene, Oregon. Along the way, the trail passes through lava flows and deep forests, and passes by gorgeous crystal-clear lakes, thundering waterfalls, river rapids, and absolutely massive evergreen trees!",26.00
Buffalo,Wyoming,Clear Creek,-106.75695,44.33537,http://www.tripleblaze.com/trail.php?c=3&i=817,"Clear Creek features 6 miles of hiking trails near Buffalo, WY.",6.00
Duxbury,Vermont,Camel's Hump State Park,-72.87248,44.338303,http://www.tripleblaze.com/trail.php?c=3&i=5617,"Trails close when snow begins melting and open the weekend before Memorial Day. Even then, if the trails are very wet and muddy it's best to stay off them - use your best judgment. &lt;br /&gt;<br />On the Duxbury side, the Monroe Trail is somewhat challenging, but there's also an accessible loop with its own parking area.  This loop is 8/10 of a mile long, is wide and flat, and has three viewing spots to the summit of Camel's Hump - it's perfect for small kids and elders. &lt;br /&gt;<br />On the Huntington side, the Burrows Trail is a bit shorter and attracts lots of hikers.  Always a good idea to get there early (8AM) on a good weather weekend day to get parked and on the trail. &lt;br /&gt;<br />All trails get more rugged as they get closer to the summit.",2.00
Littleton,New Hampshire,Moore Dam ,-71.83698,44.33982,http://www.tripleblaze.com/trail.php?c=3&i=1002,"Moore Dam  features 3 miles of hiking trails near Littleton, NH.",3.00
Nerstrand,Minnesota,Nerstrand Big Woods State Park,-93.104655,44.341603,http://www.tripleblaze.com/trail.php?c=3&i=4594,Eleven miles of hiking trails.,11.00
Pierre,South Dakota,Farm Island Recreation Area,-100.272079,44.342398,http://www.tripleblaze.com/trail.php?c=3&i=5477,The scenic George S. Mickelson Trail stretches over one hundred miles through the Black Hills. The gentle slopes and easy access of the converted railroad track allow people of all ages and abilities to enjoy the beauty of the Black HIlls.,0.00
Buffalo,Wyoming,Poison Creek Trail,-106.698938,44.348307,http://www.tripleblaze.com/trail.php?c=3&i=8518,The two mile long Poison Creek Trail ambles through mountain meadows before descending steeply to Poison Creek.,0.00
Buffalo,Wyoming,Dry Creek Petrified Tree,-106.698938,44.348307,http://www.tripleblaze.com/trail.php?c=3&i=8254,"A picnic shelter is available to accommodate small groups; an outhouse is also provided. Collection of petrified wood, open fires and target shooting are prohibited. Please help keep the area clean and plan to pack out trash.",1.00
Pierre,South Dakota,LaFramboise Island Nature Area,-100.352459,44.349868,http://www.tripleblaze.com/trail.php?c=3&i=5476,The scenic George S. Mickelson Trail stretches over one hundred miles through the Black Hills. The gentle slopes and easy access of the converted railroad track allow people of all ages and abilities to enjoy the beauty of the Black HIlls.,0.00
Brooksville,Maine,Holbrook Island Sanctuary,-68.783975,44.349903,http://www.tripleblaze.com/trail.php?c=3&i=4133,"Holbrook Island Sanctuary is a scenic, well-preserved area of forests, rocky shores and the Penobscot Bay. The park's purpose is to protect a variety of ecosystems. The plant and animal diversity is impressive and wildlife observation and birdwatching abound. Cross-country skiing, fishing, hiking, kayaking, swimming, picnicking and snowshoeing are also popular. The Fresh Pond Nature Trail is open for hiking use.",0.00
Burlington,Vermont,Sleepy Hollow Ski And Bike Center,-73.0214,44.35615,http://www.tripleblaze.com/trail.php?c=3&i=1102,"Sleepy Hollow Ski And Bike Center features 10 miles of hiking trails near Burlington, VT. Trails here range from easy to difficult, with mountain top views looking over the surrounding area.&lt;br /&gt;<br />Be aware that these trails were built for mountain biking, and they get a lot of bike traffic.",10.00
Moorcroft,Wyoming,Keyhole State Park,-104.833081,44.359281,http://www.tripleblaze.com/trail.php?c=3&i=5777,"Keyhole State Park is a great place for wildlife observation as it is a destination for many migratory birds. Complete with a lake, this park offers camping swimming, boating, canoeing, kayaking, fishing, trail running and hiking.",0.00
Clayton,New York,Mary Island State Park,-75.921513,44.36569,http://www.tripleblaze.com/trail.php?c=3&i=4883,"12 wooded acres make up Mary Island State Park. The park offers fantastic views of the surrounding Canadian shore and shipping channel. A few trails, picnic areas and campsites are available for visitor use. Access by boat only. Pets okay with rabies vaccination verification.",0.00
Howe,Idaho,Snowbank Trail,-113.38637,44.36608,http://www.tripleblaze.com/trail.php?c=3&i=2730,"Snowbank Trail features 25 miles of hiking trails near Howe, ID.",25.00
